CEBU PORT AUTHORITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUMMARY PORT TRAFFIC STATISTICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 1ST QUARTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARTICULARS,,,,TOTAL,JANUARY 2023,,,,,,,,,TOTAL,FEBRUARY 2022,,,,,,,,,TOTAL,MARCH 2022,,,,,,,,,TOTAL,1st QUARTER 2022,,,,,,,,
,,,,,PMO CIP,PMO PIER 4,PMO PIER 3,PMO PIER 1,PMO MANDAUE,PMO DANAO,PMO STA FE,PMO TOLEDO,PMO ARGAO,,PMO CIP,PMO PIER 4,PMO PIER 3,PMO PIER 1,PMO MANDAUE,PMO DANAO,PMO STA FE,PMO TOLEDO,PMO ARGAO,,PMO CIP,PMO PIER 4,PMO PIER 3,PMO PIER 1,PMO MANDAUE,PMO DANAO,PMO STA FE,PMO TOLEDO,PMO ARGAO,,PMO CIP,PMO PIER 4,PMO PIER 3,PMO PIER 1,PMO MANDAUE,PMO DANAO,PMO STA FE,PMO TOLEDO,PMO ARGAO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shipcall,,,,"11,244",55,392,"1,748","1,068","3,217",801,"1,459",825,"1,679","10,192",48,372,"1,512",874,"3,126",732,"1,256",758,"1,514","11,694",60,519,"1,783","1,103","2,858","1,304","1,446",853,"1,768","33,130",163,"1,283","5,043","3,045","9,201","2,837","4,161","2,436","4,961"
,domestic ,,,"11,167",18,392,"1,748","1,061","3,209",799,"1,459",815,"1,666","10,127",15,372,"1,512",864,"3,126",732,"1,256",749,"1,501","11,618",20,519,"1,783","1,095","2,851","1,304","1,446",843,"1,757","32,912",53,"1,283","5,043","3,020","9,186","2,835","4,161","2,407","4,924"
,foreign,,,77,37,,,7,8,2,,10,13,65,33,,,10,,,,9,13,76,40,,,8,7,,,10,11,218,110,0,0,25,15,2,0,29,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passenger,,,,"1,561,880",0,"180,034","365,348","326,766","125,889","126,961","157,629","122,393","156,860","1,205,320",0,"123,241","248,193","231,519","135,540","110,781","132,882","93,243","129,921","1,308,149",0,"129,569","288,176","258,261","125,153","135,250","138,978","101,467","131,295","4,075,349",0,"432,844","901,717","816,546","386,582","372,992","429,489","317,103","418,076"
,disembarking,,,"845,948",,"102,125","192,045","190,326","62,053","63,109","78,840","69,200","88,250","624,842",,"64,110","127,856","130,282","64,865","53,537","66,565","50,255","67,372","675,278",,"66,284","145,132","144,994","60,435","66,613","69,218","54,339","68,263","2,146,068",0,"232,519","465,033","465,602","187,353","183,259","214,623","173,794","223,885"
,emmbarking,,,"715,932",,"77,909","173,303","136,440","63,836","63,852","78,789","53,193","68,610","580,478",,"59,131","120,337","101,237","70,675","57,244","66,317","42,988","62,549","632,871",,"63,285","143,044","113,267","64,718","68,637","69,760","47,128","63,032","1,929,281",0,"200,325","436,684","350,944","199,229","189,733","214,866","143,309","194,191"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cargo throughput (MT),,,,"5,111,453","446,148","589,177","262,213","335,667","563,438","411,974","568,064","753,051","1,181,721","4,972,211","395,215","589,495","259,664","293,187","673,116","399,271","517,418","880,788","964,057","5,555,139","464,451","683,117","307,122","378,076","546,956","482,158","580,235","884,759","1,228,265","15,638,803","1,305,814","1,861,788","828,999","1,006,930","1,783,510","1,293,404","1,665,718","2,518,598","3,374,043"
,Domestic,,,"4,192,867","73,704","589,177","262,213","328,167","493,119","401,972","568,064","627,755","848,696","4,000,015","63,665","589,495","259,664","281,328","493,298","399,271","517,418","630,794","765,080","4,679,682","81,192","683,117","307,122","360,914","546,956","482,158","580,235","698,661","939,327","12,872,564","218,561","1,861,788","828,999","970,410","1,533,374","1,283,402","1,665,718","1,957,209","2,553,104"
,Inbound,,,"2,190,419","60,593","313,415","142,753","175,855","297,152","207,111","299,878","341,702","351,959","2,091,799","56,179","309,379","143,237","157,951","297,404","207,351","266,467","345,452","308,378","2,420,917","71,365","371,030","168,197","200,545","337,447","236,343","301,395","365,708","368,887","6,703,135","188,137","993,824","454,187","534,351","932,004","650,806","867,740","1,052,861","1,029,224"
,Breakbulk,,,"110,052","34,098","16,756","2,156","23,014","25,130","7,742",156,"1,000",,"110,261","31,102","18,370",974,"25,106","33,497","1,171",  42 ,0,,"132,482","44,940","20,461","1,412","29,449","35,527",626,67,0,,"352,795","110,139","55,587","4,542","77,569","94,154","9,539",265,"1,000",0
,Bulk,,,"249,748",,0,"28,449","17,134","101,511","6,000","27,705","49,824","19,125","241,276",,,"41,526","15,391","95,039","11,944","  13,336 ","45,662","18,379","280,305",,,"53,678","16,228","112,778","7,860","19,272","37,547","32,942","771,329",0,0,"123,653","48,753","309,328","25,804","60,313","133,033","70,446"
,Containerized,,,"332,404","26,495","187,215","2,240","79,223","37,231",,,0,,"316,523","25,078","188,003","2,704","65,896","34,843",,,0,,"394,809","26,425","233,629","3,028","86,485","45,242",,,0,,"1,043,735","77,998","608,847","7,971","231,604","117,316",0,0,0,0
,Rolling,,,"1,498,215",,"109,444","109,908","56,484","133,280","193,370","272,018","290,878","332,834","1,423,740",,"103,007","98,034","51,558","134,026","194,237","  253,089 ","299,790","289,999","1,613,321",,"116,940","110,080","68,384","143,900","227,857","282,055","328,161","335,945","4,535,276",0,"329,390","318,022","176,426","411,206","615,463","807,163","918,829","958,778"
,Outbound,,,"2,002,448","13,111","275,761","119,460","152,312","195,967","194,861","268,186","286,053","496,737","1,908,216","7,486","280,116","116,427","123,377","195,894","191,920","250,951","285,342","456,703","2,258,765","9,827","312,087","138,925","160,368","209,509","245,815","278,841","332,953","570,440","6,169,429","30,425","867,964","374,812","436,058","601,370","632,596","797,977","904,348","1,523,880"
,Breakbulk,,,"270,928","5,639","58,529","10,702","42,141","20,170","1,276",900,"2,864","128,708","301,188","2,044","64,167","18,707","41,471","26,851","4,293",711,"3,180","139,764","348,279","2,985","73,364","18,149","45,408","16,342","5,476",808,"8,960","176,788","920,396","10,667","196,060","47,558","129,019","63,363","11,045","2,419","15,004","445,260"
,Bulk,,,"104,987",,0,"1,852","15,418","1,000",,,"1,545","85,172","73,223",,,"4,723","4,800",,121,,"4,960","58,620","124,050",,,"1,000","11,790",5,,0,"1,600","109,655","302,260",0,0,"7,574","32,008","1,005",121,0,"8,105","253,447"
,Containerized,,,"197,453","7,473","111,676","4,445","42,359","23,660",,,53,"7,788","187,486","5,443","112,123","4,988","31,421","25,043",,,0,"8,470","218,890","6,843","125,274","6,379","40,478","28,560",,,0,"11,358","603,829","19,758","349,073","15,811","114,258","77,263",0,0,53,"27,615"
,Rolling,,,"1,429,081",,"105,557","102,461","52,395","151,137","193,585","267,286","281,592","275,070","1,346,318",,"103,827","88,010","45,685","144,001","187,506","250,240","277,202","249,848","1,567,546",,"113,449","113,398","62,693","164,603","240,339","278,033","322,393","272,640","4,342,946",0,"322,832","303,868","160,774","459,741","621,430","795,558","881,186","797,558"
,Foreign,,,"918,585","372,444",0,0,"7,500","70,319","10,002",0,"125,296","333,025","972,196","331,549",0,0,"11,859","179,817",0,0,"249,995","198,976","875,457","383,259",0,0,"17,162",0,0,0,"186,099","288,938","2,766,239","1,087,252",0,0,"36,520","250,136","10,002",0,"561,389","820,939"
,Export,,,"144,498","78,418",0,0,0,0,0,0,"11,081","55,000","143,239","76,178",0,0,0,0,0,0,"18,161","48,900","87,056","76,440",0,0,0,0,0,0,"10,616",0,"374,793","231,035",0,0,0,0,0,0,"39,858","103,900"
,Breakbulk,,,634,,,,,,,,634,,"4,400",,,,,,,,"4,400",,216,,,,,,,,216,,"5,250",0,0,0,0,0,0,0,"5,250",0
,Bulk,,,"65,447",,,,,,,,"10,447","55,000","62,661",,,,,,,,"13,761","48,900","10,400",,,,,,,,"10,400",,"138,508",0,0,0,0,0,0,0,"34,608","103,900"
,Containerized,,,"78,418","78,418",,,,,,,,,"76,178","76,178",,,,,,,0,,"76,440","76,440",,,,,,,0,,"231,035","231,035",0,0,0,0,0,0,0,0
,Rolling,,,0,,,,,,,,,,0,,,,,0,,,0,,0,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0
,Import,,,"774,087","294,027",0,0,"7,500","70,319","10,002",0,"114,215","278,025","828,957","255,372",0,0,"11,859","179,817",0,0,"231,834","150,076","788,401","306,819",0,0,"17,162",0,0,0,"175,483","288,938","2,391,446","856,217",0,0,"36,520","250,136","10,002",0,"521,531","717,039"
,Breakbulk,,,"28,414","10,658",,,,,,,"17,756",,"55,429","30,527",,,,,,,"24,902",,"63,420","40,084",,,,,,,"23,336",,"147,263","81,269",0,0,0,0,0,0,"65,994",0
,Bulk,,,"464,505","2,200",,,"7,500","70,319",10001.88,,"96,459","278,025","559,622","10,938",,,"11,859","179,817",,,"206,932","150,076","458,246",,,,"17,162",,,,"152,147","288,938","1,482,373","13,138",0,0,"36,520","250,136","10,002",0,"455,537","717,039"
,Containerized,,,"281,168","281,168",,,,,,,,,"213,907","213,907",,,,,,,0,,"266,735","266,735",,,,,,,0,,"761,810","761,810",0,0,0,0,0,0,0,0
,Rolling,,,0,,,,,,,,,,0,,,,,,,,0,,0,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Container (TEU),,,,"73,934","37,173","20,367",532,"11,285","3,632",0,0,124,822,"66,851","32,229","19,779",604,"9,707","3,599",0,0,0,935,"74,333","32,208","24,161",751,"11,305","4,530",0,0,0,"1,378","215,118","101,610","64,307","1,886","32,296","11,761",0,0,124,"3,135"
,Domestic,,,"39,268","2,507","20,367",532,"11,285","3,632",0,0,124,822,"36,677","2,054","19,779",604,"9,707","3,599",0,0,0,935,"44,882","2,757","24,161",751,"11,305","4,530",0,0,0,"1,378","120,827","7,318","64,307","1,886","32,296","11,761",0,0,124,"3,135"
,Inbound,,,"21,284","1,522","11,307",278,"5,524","2,157",0,0,121,377,"20,405","1,443","11,349",319,"4,803","2,041",0,0,0,451,"25,473","1,510","14,103",387,"6,100","2,645",0,0,0,729,"67,162","4,475","36,758",983,"16,426","6,843",0,0,121,"1,557"
,Empties,,,"2,290",8,609,150,997,29,,,121,377,"2,318",10,606,164,"1,038",50,,,,451,"2,913",,753,214,"1,158",60,,,,729,"7,520",18,"1,967",527,"3,192",139,0,0,121,"1,557"
,Fulls,,,"18,995","1,514","10,698",128,"4,527","2,128",,,0,,"18,087","1,433","10,743",155,"3,766","1,991",,,,,"22,561",1510,"13,350",173,"4,942","2,585",,,,,"59,642","4,457","34,791",456,"13,235","6,704",0,0,0,0
,Outbound,,,"17,984",985,"9,061",254,"5,762","1,475",0,0,3,445,"16,272",611,"8,430",285,"4,904","1,558",0,0,0,484,"19,409","1,247","10,059",365,"5,205","1,885",0,0,0,649,"53,665","2,843","27,549",904,"15,870","4,918",0,0,3,"1,578"
,Empties,,,"6,649",558,"2,627",0,"3,341",123,,,0,,"5,558",300,"2,023",0,"3,108",127,,,,,"6,901",856,"2,900",0,"2,892",253,,,,,"19,108","1,714","7,550",0,"9,341",503,0,0,0,0
,Fulls,,,"11,335",427,"6,434",254,"2,421","1,352",,,3,445,"10,714",311,"6,407",285,"1,796","1,431",,,,484,"12,508",391,"7,159",365,"2,313","1,632",,,,649,"34,557","1,129","19,999",904,"6,529","4,415",0,0,3,"1,578"
,Foreign,,,"34,666","34,666",0,0,0,0,0,0,0,0,"30,175","30,175",0,0,0,0,0,0,0,0,"29,451","29,451",0,0,0,0,0,0,0,0,"94,292","94,292",0,0,0,0,0,0,0,0
,Export,,,"18,559","18,559",0,0,0,0,0,0,0,0,"17,865","17,865",0,0,0,0,,0,0,0,"14,206","14,206",0,0,0,0,,0,0,0,"50,631","50,631",0,0,0,0,0,0,0,0
,Empties,,,"14,078","14,078",,,,,,,,,"13,512","13,512",,,,,,,,,"9,838","9,838",,,,,,0,,,"37,429","37,429",0,0,0,0,0,0,0,0
,Fulls,,,"4,481","4,481",,,,,,,,,"4,353","4,353",,,,,,,,,"4,368","4,368",,,,,,0,,,"13,202","13,202",0,0,0,0,0,0,0,0
,Import,,,"16,107","16,107",0,0,0,0,0,0,0,0,"12,309","12,309",0,0,0,0,0,0,0,0,"15,245","15,245",0,0,0,0,0,0,0,0,"43,661","43,661",0,0,0,0,0,0,0,0
,Empties,,,40,40,,,,,,,,,86,86,,,,,,,,,3,3,,,,,,,,,129,129,0,0,0,0,0,0,0,0
,Fulls,,,"16,067","16,067",,,,,,,,,"12,223","12,223",,,,,,,,,"15,242","15,242",,,,,,,,,"43,532","43,532",0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rolling Cargoes (No. of Units),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Domestic,,,"  133,474 ",  -   ,"  9,243 ","  10,997 ","  4,533 ","  7,192 ","  18,480 ","  24,315 ","  24,683 ","  34,031 ","  115,527 ",  -   ,"  7,616 ","  9,277 ","  3,324 ","  7,484 ","  17,189 ","  21,200 ","  20,889 ","  28,548 ","  131,278 ",  -   ,"  8,265 ","  11,749 ","  4,110 ","  7,904 ","  21,660 ","  23,474 ","  24,023 ","  30,093 ","  380,279 ",  -   ,"  25,124 ","  32,023 ","  11,967 ","  22,580 ","  57,329 ","  68,989 ","  69,595 ","  92,672 "
,Inbound,,,"  70,094 ",  -   ,"  5,305 ","  5,903 ","  2,460 ","  3,388 ","  9,236 ","  12,125 ","  13,211 ","  18,466 ","  58,791 ",  -   ,"  4,113 ","  4,889 ","  1,687 ","  3,640 ","  8,604 ","  10,588 ","  11,029 ","  14,241 ","  66,010 ",  -   ,"  4,486 ","  5,889 ","  2,010 ","  3,738 ","  10,662 ","  11,719 ","  12,014 ","  15,492 ","  194,895 ",  -   ,"  13,904 ","  16,681 ","  6,157 ","  10,766 ","  28,502 ","  34,432 ","  36,254 ","  48,199 "
,10W  26000-over,,,"  8,058 ",,"  1,220 ",  512 ,  678 ,1679,  229 ,"  2,141 ",  777 ,  822 ,"  7,729 ",,"  1,173 ",  443 ,  646 ,1560,  266 ,"  2,055 ",  734 ,  852 ,"  8,620 ",,"  1,330 ",  474 ,  875 ,1738,  244 ,"  2,281 ",  722 ,  956 ,"  24,407 ",0,"3,723","1,429","2,199","4,977",739,"6,477","2,233","2,630"
,4W  1100-2300,,,"  9,789 ",,  705 ,"  1,028 ",  75 ,,"  2,415 ","  1,223 ","  1,721 ","  2,622 ","  8,003 ",,  672 ,  874 ,  75 ,,"  2,359 ",  998 ,"  1,162 ","  1,863 ","  8,994 ",,  703 ,"  1,003 ",  63 ,,"  2,968 ","  1,066 ","  1,488 ","  1,703 ","  26,786 ",0,"2,080","2,905",213,0,"7,742","3,287","4,371","6,188"
,4W  2400-over,,,"  12,611 ",,"  1,195 ","  1,064 ",  466 ,514,  2 ,"  2,978 ","  1,958 ","  4,434 ","  11,013 ",,"  1,008 ",  880 ,  348 ,655,  8 ,"  2,813 ","  1,850 ","  3,451 ","  12,024 ",,"  1,136 ","  1,014 ",  355 ,676,  3 ,"  3,294 ","  1,661 ","  3,885 ","  35,648 ",0,"3,339","2,958","1,169","1,845",13,"9,085","5,469","11,770"
,6W  4800-7500,,,"  4,098 ",,  39 ,  449 ,  9 ,,"  1,251 ",  562 ,  695 ,"  1,093 ","  3,915 ",,  44 ,  437 ,  14 ,,"  1,359 ",  542 ,  506 ,"  1,013 ","  5,004 ",,  50 ,  483 ,  22 ,,"  1,763 ",  662 ,  744 ,"  1,280 ","  13,017 ",0,133,"1,369",45,0,"4,373","1,766","1,945","3,386"
,6W  7600-15000,,,"  5,381 ",,  191 ,  464 ,  140 ,741,  3 ,"  1,931 ",  677 ,"  1,234 ","  5,317 ",,  219 ,  452 ,  170 ,944,  2 ,"  1,677 ",  719 ,"  1,134 ","  5,911 ",,  260 ,  523 ,  198 ,923,  10 ,"  1,788 ",  855 ,"  1,354 ","  16,609 ",0,670,"1,439",508,"2,608",15,"5,396","2,251","3,722"
,8W-10W  20000-25000,,,"  9,312 ",,  13 ,  543 ,  25 ,32,"  2,681 ",  168 ,"  3,385 ","  2,465 ","  9,461 ",,  17 ,  497 ,  3 ,18,"  2,608 ",  165 ,"  3,913 ","  2,240 ","  10,878 ",,  29 ,  563 ,  2 ,14,"  3,067 ",  172 ,"  4,299 ","  2,732 ","  29,651 ",0,59,"1,603",30,64,"8,356",505,"11,597","7,437"
,Heavy Equipment,,,  59 ,,  3 ,  -   ,  6 ,1,  1 ,  2 ,  6 ,  40 ,  38 ,,  1 ,  -   ,  3 ,2,  7 ,  5 ,  13 ,  7 ,  61 ,,  3 ,  -   ,  20 ,,  4 ,  7 ,  27 ,,  158 ,0,7,0,29,3,12,14,46,47
,Motor Cycle/ Motor Bike,,,"  20,786 ",,"  1,939 ","  1,843 ","  1,061 ",421,"  2,654 ","  3,120 ","  3,992 ","  5,756 ","  13,315 ",,  979 ,"  1,306 ",  428 ,461,"  1,995 ","  2,333 ","  2,132 ","  3,681 ","  14,518 ",,  975 ,"  1,829 ",  475 ,387,"  2,603 ","  2,449 ","  2,218 ","  3,582 ","  48,619 ",0,"3,893","4,978","1,964","1,269","7,252","7,902","8,342","13,019"
,Outbound,,,"  63,380 ",  -   ,"  3,938 ","  5,094 ","  2,073 ","  3,804 ","  9,244 ","  12,190 ","  11,472 ","  15,565 ","  56,736 ",  -   ,"  3,503 ","  4,388 ","  1,637 ","  3,844 ","  8,585 ","  10,612 ","  9,860 ","  14,307 ","  65,268 ",  -   ,"  3,779 ","  5,860 ","  2,100 ","  4,166 ","  10,998 ","  11,755 ","  12,009 ","  14,601 ","  185,384 ",  -   ,"  11,220 ","  15,342 ","  5,810 ","  11,814 ","  28,827 ","  34,557 ","  33,341 ","  44,473 "
,10W  26000-over,,,"  7,696 ",,"  1,203 ",  492 ,  623 ,"  1,906 ",  233 ,"  2,024 ",  454 ,  761 ,"  6,954 ",,"  1,223 ",  398 ,  528 ,"  1,684 ",  207 ,"  2,018 ",  318 ,  578 ,"  8,011 ",,"  1,334 ",  478 ,  754 ,"  1,999 ",  231 ,"  2,217 ",  396 ,  602 ,"  22,661 ",0,"3,760","1,368","1,905","5,589",671,"6,259","1,168","1,941"
,4W  1100-2300,,,"  9,272 ",,  463 ,  993 ,  141 ,,"  2,369 ","  1,290 ","  1,394 ","  2,622 ","  8,442 ",,  422 ,  874 ,  118 ,,"  2,466 ",  992 ,"  1,086 ","  2,484 ","  9,752 ",,  465 ,"  1,164 ",  128 ,,"  3,090 ","  1,103 ","  1,476 ","  2,326 ","  27,466 ",0,"1,350","3,031",387,0,"7,925","3,385","3,956","7,432"
,4W  2400-over,,,"  12,472 ",,"  1,114 ","  1,004 ",  435 ,  606 ,  -   ,"  3,047 ","  1,749 ","  4,517 ","  11,549 ",,  959 ,  874 ,  359 ,  743 ,  15 ,"  2,865 ","  1,722 ","  4,012 ","  12,335 ",,  915 ,"  1,150 ",  412 ,  769 ,  15 ,"  3,305 ","  1,744 ","  4,025 ","  36,356 ",0,"2,988","3,028","1,206","2,118",30,"9,217","5,215","12,554"
,6W  4800-7500,,,"  3,881 ",,  88 ,  404 ,  33 ,,"  1,313 ",  538 ,  733 ,  772 ,"  3,677 ",,  99 ,  380 ,  22 ,,"  1,314 ",  527 ,  529 ,  806 ,"  4,555 ",,  113 ,  448 ,  30 ,,"  1,737 ",  639 ,  638 ,  950 ,"  12,113 ",0,300,"1,232",85,0,"4,364","1,704","1,900","2,528"
,6W  7600-15000,,,"  5,672 ",,  236 ,  430 ,  150 ,  811 ,  -   ,"  1,933 ",  745 ,"  1,367 ","  5,587 ",,  192 ,  391 ,  175 ,  892 ,  12 ,"  1,650 ",  976 ,"  1,299 ","  6,062 ",,  251 ,  504 ,  203 ,  943 ,  2 ,"  1,767 ",  925 ,"  1,467 ","  17,321 ",0,679,"1,325",528,"2,646",14,"5,350","2,646","4,133"
,8W-10W  20000-25000,,,"  8,564 ",,  11 ,  482 ,  5 ,  41 ,"  2,682 ",  182 ,"  3,724 ","  1,437 ","  8,392 ",,  16 ,  418 ,  6 ,  32 ,"  2,535 ",  153 ,"  3,863 ","  1,369 ","  10,288 ",,  9 ,  509 ,  11 ,  23 ,"  3,280 ",  172 ,"  4,597 ","  1,687 ","  27,244 ",0,36,"1,409",22,96,"8,497",507,"12,184","4,493"
,Heavy Equipment,,,  35 ,,  1 ,  8 ,  2 ,  3 ,  2 ,  5 ,  7 ,  7 ,  65 ,,  10 ,  2 ,  4 ,  19 ,  3 ,  7 ,  14 ,  6 ,  129 ,,  21 ,  29 ,  13 ,  21 ,  8 ,  10 ,  22 ,  5 ,  229 ,0,32,39,19,43,13,22,43,18
,Motor Cycle/ Motor Bike,,,"  15,788 ",,  822 ,"  1,281 ",  684 ,  437 ,"  2,645 ","  3,171 ","  2,666 ","  4,082 ","  12,070 ",,  582 ,"  1,051 ",  425 ,  474 ,"  2,033 ","  2,400 ","  1,352 ","  3,753 ","  14,136 ",,  671 ,"  1,578 ",  549 ,  411 ,"  2,635 ","  2,542 ","  2,211 ","  3,539 ","  41,994 ",0,"2,075","3,910","1,658","1,322","7,313","8,113","6,229","11,374"